inputs,rating,id,word_length,date
"""Many people like me will have spent big money to buy a late model car and work with Uber._x000D_People will have borrowed money from their credit cards or  taken Personal loans or bought a car on finance to have a reasonable car to work with Uber. But in many cases with a single complain or bad rating they will put  the driver off the system. some of these complains could be invalid/unfair or just that  a rider is  in bad mood. I have faced one such incident where I have avoided taking a right turn on a no right turn sign and the rider has made a big story about it and I have been taken offline without being given a chance of telling my side of the story.  I will be getting legal advice and if there were no legal hurdles, I will be setting  a protest camp outside Sydney's Uber office and will be pursuing it further to highlight the Bullying behaviour of Uber. If anyone else want to join this protest please advise me via SMS on 61-469 627 875._x000D_Regards""",4,2027,970,2015-12-14
"""Drivers alway are complaining about how the job sucks... i really don't care to hear about your problem. They tell you thier sad story so you will tip them i guess... i don't need a guilt trip with my ride. Get a different job if ypu don't like the one you have... and clean your car once in a while.""",1,2028,300,2015-10-15
"""I used the Uber ride on May 9, 2017 from O'hare to my home. Uber quoted $52.25 but then Uber charged my Citibank Visa $62.24 which is $9.99 overcharged. I contacted Uber to ask for refund but Uber refused at first. I then contacted my credit card company to dispute $9.99 NOT the entire $62.24. Uber then refunded me $9.99 to my credit card so I closed the disputed upon received the credit.""",1,2029,391,2017-07-13
"""If you think you're going to make money with uber / think again this is the new form of a slave labor. as a taxi driver you will receive half of what you used to make with the other company if you currently drive for uber you better stop now..they don't care about you . I did it for a year and its not getting any better the price was reduced and the search pricing is a scam goodbye over""",1,2030,389,2016-02-17
"""My experience with Uber has been terrible. There is no way to actually get in contact with customer service. I lost my phone in the back of one of their cars the other day. The only way to retrieve a lost item is to speak with your driver, however, my driver didn't speak a word of English. So I'm unable to communicate with him. Despite repeated emails to customer service explaining this, all I'm getting back are automatic reply email, telling me to contact the driver. Bad service. Will not use again.""",1,2031,505,2018-11-02
"""I am an UBER Driver.  UBER is a fundamentally dishonest company.  First of all, in over two years of driving, I've never met or spoken to anyone who works for the company.  It's all done via email.  Second, anytime you write them for any reason, you receive a canned response that shows your original email was neither read nor comprehended by a human. Then they won't adjust fares when you've been shorted until you've sent at least five or six emails.   Finally, they'll relent, usually.  You'll get multiple responses that are canned and look like dialogue from Valley Of The Dolls.  _x000D_The people who get in your car are sometimes smelly and your car will smell the next day.  Also, UBER is a terrible corporate citizen. .85 cents a mile/.75 cents for UBER Pool plus .13 per minute means that when you deduct .575 cents a mile while riders are in the car and .575 cents per mile to get to the rider, you'll LOSE MONEY ON EACH AND EVER RIDE!  This means a full time UBER Driver will never pay a dime in taxes, qualify for Social Security or have any money in life.  All full time UBER drivers will end up a burden to the government while their cars have been polluting the environment.  _x000D_The Wussy County Commissions all across the country that have rolled over for this company are anything but public servants.  They are fools.  If you want a cheap ride, do not care about taking advantage of other humans and like rewarding a greedy morally bankrupt corporation, by all means, continue too use UBER.  _x000D_Also, UBER Pool -- You get into a car with people you don't know and a driver you don't know.  You go on a route you don't need to go on.  As a driver, you're a rolling day care center for drunks.  UBER Company calls us drivers partners.  That's CRAP.  They treat us as if we're illiterate, mentally challenged minors.   They lie, threaten, and constantly sell lie after lie after lie.  My prediction is UBER will continue to have success for a long time ahead but will come to be vilified as the horrific example of greed that they are.  _x000D_Their treatment of people and disregard for our environment, our laws, and most of all the safety and well being of their drivers is as egregious as any company in the history of America.  The Pussy Politicians that are rolling over for this company are also an embarrassment to our country.""",1,2032,2361,2016-06-16
"""On June 11, 2017, my wife and I attended a Dave Matthews concert in Chicago. Afterward, we were directed by staff security to walk to Michigan Ave. adjacent to the Museum/Aquarium/Planetarium campus to acquire a ride back to our condo as only vehicles leaving the campus would be allowed on the campus roadways. We called for an Uber at 11:06 pm and it was confirmed. We were standing in front of a condo called 1130 - address 1130 S. Michigan Ave. The Uber confirmation indicated our pickup spot would be 1131 S. Michigan Ave. Since there is only a park/greenspace opposite 1130 S. Michigan Ave. we figured the pickup address meant...We had to cross the street! Not an easy thing to do -- Michigan Ave. is 8 lanes wide and BUSY, as you can imagine after a concert with 30,000+ people.""",2,2033,785,2017-06-20
"""My driver stole my phone and Uber did nothing about it. I corresponded with their help desk for a week and I only received stock emails. After they were unable to contact the driver, they stop responding to me but they have continued to let him drive under the Uber brand. BEWARE! You may be his next passenger.""",1,2034,311,2018-11-01
"""Hi. For 4 days - we have been trying to change a phone number on an existing UBER account, to no avail (also lost 4 days of discount from a coupon that we had for that account). No access to a LIVE person - all done with automated responses that did not address our inquiries. Shame - they started off so well, and then - unjustified cancellation fees, technological issues, lack of customer support and so much more.""",1,2035,417,2017-08-28
"""Every time I have used this service I have had a great experience. I have met wonderful drivers who are always friendly and polite. Rates are far better than taxis and much more convenient.""",5,2036,189,2018-07-18
"""We ordered Uber XL for our party of five. A Toyota 4Runner was assigned. It did not have seating for five plus a driver. We had to cram four in the backseat. Several emails between Uber and myself resulted in a \""too bad, it's what you ordered.\"" So we paid premium rate for a service we did not get. Uber XL says parties of 1-6, but beware. You are responsible for knowing if the vehicle assigned will seat the number in your party.""",1,2037,431,2017-05-14
"""Thriis company is become true scam driver and customers to they don't pay what there telling the driver and take more then25 percent and are not show you what the tips are totally up to I bet there take25 percent of your tip plus take the1.80 off your pay to and only pay weekly to and cry about your rate you so they can get money from you to take a class you don't need to do there break the law with hiring you as a ind cont and treat you like your an employees of the company with no benefits or nothing to don't give bouns for good driver just some coupon you have to print out and does not accept them all I know is there the worse people who are rude and lazy people and most of the passenger you pick up want to much for a 3-5 fair and don't show up to it a totally scam driver and customers to so if your smart use some one else their chrage low rate for ride but $#*! serice around you to all I know is there telling me that your going to make great money80 trip for584 is not good money and hassles to7 dallor avg ride for a 10 mile ride and up to4 people to and deal with crack head and druck kids who don't tip at all biggest ripp of in the country uber is need to be close down asap I'll never forget it a 50n mius from me""",1,2038,1236,2016-01-18
"""The first time they left me because I wasn't outside fast enough and when I did the app again that morning the price had gone up. Time was of the essence because I needed to get to the airport. I then took a shared ride. That's when I learned what that means and everyone wasn't going to the airport.""",3,2039,300,2018-07-22
"""Most unreliable service you will ever find._x000D_I was left waiting for a car for over an hour even though it showed the driver only being a few minutes away. Terrible service. Do not use uber. I would rate them zero if I could.""",1,2040,229,2015-12-11
"""Uber is great for transportation for medical appointments. The call center has always been prompt and courteous with me. The drivers I've had in the past have been very caring and loyal to their customers. They were pleasant, caring, compassionate, and humorous as well. The only thing that has ever bothered me is the extensive wait time for pickup from my appointments. Uber puts more on their drivers than should be in my opinion. I have personally seen the stress and anxiety in the drivers.""",4,2041,495,2017-09-13
"""I contacted Uber customer service while on a visit to New Orleans after a 30 minute ride in the most disgusting vehicle ever. Stains were everywhere and the smell was unbearable! Uber gave me a 5$ credit on my next ride with them as if I would ever think of using their service again. I was charged 37$ and they refused to refund.""",1,2042,330,2018-02-25
"""There are several things that annoy me about the Uber service in the Boston, MA area. (1) You cannot cancel an ordered drive when it becomes apparent that the driver of the car cannot seem to find where you are at despite phone calls and having past your drive area two to three times without having to pay for the cancellation because of the driver's outright ineptness. If I can track them as they pass by three times, so can The Uber network. It should be three times and you are out, period.""",1,2043,495,2015-11-03
"""This service is highly dependent on the time of day and who you get as a driver.  Prices fluctuate tremendously so be careful.  If prices are high, wait a few minutes and they might be lower.  Ya just never know.  I would say mostly better than a cab tho.""",3,2044,255,2018-06-07
"""My granddaughter and I ordered an uber from santa monica beach pier . Three drivers cancelled and I was charged for the third one with them stating that the driver waited over 2 minutes for me. I was at the pickup point long before I ever contacted this driver. He evidently left  and charged me with a cancellation fee and I followed the rules. Uber has shown to a very shadowy company from the get go. From now on, I will be a customer of Lyft! I have disputed this with the BBB, no response from uber so now I am making you aware.""",1,2045,533,2017-09-09
"""First of all, They are ripping the customers off, I had a promo code for $20 free ride and they charged me the full amount._x000D_Second, they don't have any insurance for riders during the trips._x000D_Third, they have the worst customer service._x000D_I highly don't recommend uber for anyone.""",1,2046,295,2015-03-20
"""I haven't had a problem with Uber until now. I ride Uber religiously to work every morning. I purchase their Uber gift card from their app's website. I always purchase a new one before the old runs out so that I have continuous funds. On Sept the 6th I started having major problems. I ride Uber now in the evenings to a new job about 2.26 miles. I currently have a gift card on file on Sept 6 for 50.00 and some change. I took Uber to work that evening but when I got ready to request the ride home it stated I had an outstanding balance of 1.20 cent from my ride to work that evening. I thought that's not right. I have over 50.00 on the gift card last purchased. Here I was at night outside my job trying to figure out where the mistake was. """,1,2047,745,2017-09-08
"""Uber mentions standard upfront charges for their pool rides but as per the promo provided for 8 kms I have booked a cab on Saturday at 6.02 pm where I was showing â‚¹59 however as per my drop location I was charged â‚¹349. I really don't know how I am charged so much & top of that the Uber driver does not have a customer care number & when I told him I would not be giving that money shown he started giving me dhamkis or it can be said that he started talking to me sternly that \""If you do not pay I would not be able to let you down.\"" However I gave him the money. This is very much unethical & wanted to say that I need my refund as soon as possible because I have sent innumerable mails to Uber & tried to make calls to the customer care but none of it worked out.""",1,2048,770,2017-06-26
"""Rates are very reasonable. Pickup times are pretty prompt. However, sometimes they come early then charge for wait time and a few times I had to wait on them. Cars are usually very clean and comfortable. Drivers are not always chatty so it depends on preference if you like to talk or not, BUT they are concentrating on GPS etc. One driver I had didn't stop for stop signs and he must have thought the signs said ROLL.""",5,2049,418,2017-09-10
"""If you are in the Philadelphia area and your uber driver is Daemon, cancel it real quick. When she picked me up she was at the wrong address so I had to literally walk a 1/2 block to her car and when she called me to ask where I was at, she was rude, even though she was at the wrong house!Her car smelled very bad (musty and dirty clothes) and it was dirty! She had water bottles on the floor and crumbs on her seats. I couldn't even dust them off because of the kind of seats she had. So I sat in crumbs the entire ride to work.When it was time to drop me off, she was at the wrong location once again and I had to get out and walk a block to my building. She is by far the worst uber driver and I have had some bad drivers but she is flat out terrible.""",1,2050,755,2017-10-12
"""Why the price range is jumping? I hate it, imagine you go to the city center for 15bucks. Thats okay, but then you want to come back in the evening and guess what, the price is 50-60-70 dollars. What the hell? Very disappointed""",3,2051,227,2018-10-27
"""They are trying to rip the customers off. I will never use it again. Bad experience.""",1,2052,84,2015-12-20
"""It sure can be a great experience for riders, but not so for drivers. Uber advertises $18-35 an hour while driving for Uber, but it's not true at all. I drove for 6 hours last night and I made like $90, and I was busy. See, while one can get a lot of riders, many just want to hop a few blocks away, which is not worth it for the driver at all. The fare will be just about $3.20 or so, or $5.50? Taking into account that maybe I drove more than a few blocks to pick up that rider just to take him/her 5 blocks away?  Minimum flat fee should be at least $6 to make it worth picking them up. I actually have a rider whose fee was $3.20. But the driver has no way to know in advance these things, otherwise I won't pick up that person.  Let's do the math, last night I made 90 - %20 to uber = 72, now 72 - 17gas = 55. Now 55 - 10 a day for car lease = 45 Now $45/ 6 hours shift = $7.5 which is less than minimum wage. Sure there are nights or days when you get a bit more, but that still be around $12/hour, other days average pay might be $15/hour or so, but no where near $35 an hour. In addition, if my car goes over the mileage limit from the lease I will pay 15 cents a mile and driving for Uber my car WILL go over the limit. Uber, should increase the prices to make it worth for the drivers, and riders before you complain the driver this and that and before you give such a low ratings, think about the privilege you have by using Uber, and how this ride might be at the drivers expense.""",1,2053,1492,2014-03-30
"""I've used Uber in several cities New York, Chicago, Orlando, Miami, Boston, Las Vegas. I feel safer when I can see a picture and car description in a society where it is so unsafe for women traveling alone. In Vegas it was the cheapest way to get to and from the airport. Boston didn't allow airport pickup but I got one to return to airport, a savings of $20. If the cabs want to compete they need to adjust their rates and make us feel safer.""",5,2054,444,2018-07-14
"""Uber drivers are a really mixed bag. Some are good an others don't know where they are going. They should get better training.""",2,2055,126,2014-07-01
"""Uber driver has let the meter on even after the ride was completed. I lost my money because of this. He rode a good 2hrs on the road. Wrote to the customer support multiple times but no one seems to care as soon as I explained my situation. They didn't even bother to reply.""",1,2056,274,2016-01-31
"""The truth is that Uber sucks. What we need is serious improvement on the taxi system rather than replacing it with a gigantic corporation that has way, waaay too much power in a unregulated market. Uber is too big to be controlled and that is a serious threat workers and consumers. I had an important medical appointment yesterday. I'm being treated with scheduled shots for a serious medical condition. The Uber driver who was supposed to pick me up cancelled the trip because of surging prices. Each and every time I tried to get an Uber car it was the same thing. The app showed the car arriving in a few minutes, but you could see the car taking turns and driving around to have me cancelling the trip and allowing him to make more money on another trip due to surging rates. It has happened many times in the past and the internet is full of negative reviews stating the very same problem, which I've heard from friend in Brazil as well.""",1,2057,943,2016-05-04
"""On Saturday February 9th me and 3 of my friends were trying to get a ride back to our hotel from a concert. We were canceled on 3 different times and stuck out in the cold because the bar we were at was closing and kicking people out. We downloaded Lyft and got a ride right away. I will NEVER use Uber every again. I would NEVER recommend it to anyone. From here on out I will be riding with Lyft. Thanks for the awful experience! And to top it all off they charged ME a cancellation fee! HA! I'm not the one that cancelled! And they don't have a customer service line to call to discuss the issue, so my only other option is to let everyone else know!""",1,2058,653,2019-02-12
"""I have never had an issue with Uber in the last two years of using their service until two days ago, when I scheduled a ride the night before. Upon entering the details, a window popped up on the app indicating a Pick Up guarantee. If the driver did not show up within the window of time allotted, the passenger would be credited $10 for a future ride so long as it met the eligibility criteria. My driver exceeded the window of time and arrived later. As a result, I was late to arrive for my appointment. I wrote to customer service and requested the credit. The rep stated they would credit $5 instead. When I quoted their policy verbatim, the second rep stated they would not be paying any additional credit. 24 hours later, they still haven't even credited the $5. It's annoying that as a loyal user with a pretty good rating can't even get something like this resolved, and in line with Uber's policy.""",1,2059,907,2018-09-29
"""We experienced an awful organized crime (with gun shooting threats and robbing) that happened to us while riding the uber service during our visit to South Africa._x000D_We ordered an uber from our hotel to \""catch a meeting\"" in the airport at on 31st-07-2019 at 14:48hrs, 1-half way to our destination on the highway a civilian car drove beside us and asked the uber driver to pull over_x000D_2-the uber driver parked aside_x000D_3-three gunned men came out of their vehicle and approached our car _x000D_4- Searched the glove compartment and the car trunk but they surprised that we have no luggage \""because they expected that we are leaving the country so we will have all the belongings and won't even have time to report the incident to the police because we will have a flight that we would rather catch\""_x000D_5-The approached our windows and threatened to shoot us if we didn't give up all we have_x000D_6-They took 800USD and left awayHaving the above said, we consider uber solely responsible for this incident as we were under their chastity and they should have their safety and security measures and standards which shall compensate us for the risk and terrible experience we had and the money we lost but they have not done any action so far although we have reported to them the full details._x000D_We are currently back to Dubai/UAE and we trust in your international neutral standard when it comes to life treats and peoples' safety in taking the issue up with them _x000D_Please find attached the police reports and the uber trip details_x000D_Yours sincerely,_x000D_Abdelmutaleb Awad_x000D_*******888_x000D_Dubai_x000D_United Arab Emirates""",1,2060,1657,2019-08-17
"""Uber lies about their incentives. For example they say $50 an hour for Lake Tahoe driving. The terms are you have to complete one ride per hour at least. However they will not give you one ride per hour. The only thing they want is more driver in that City. You will not get the $50 because they don't give you one ride per hour. They just want more driver so it will be available when customers request.""",1,2061,404,2016-07-02
"""My mother had a ride on 7th May through Uber App and she left her mobile in the cab. After that we are continuously trying to connect with the driver Satendra, who didn't responded to our calls and he immediately switched off the phone... We had immediately reported this incidence to Uber and after their responses, I personally feel like Uber himself trained them for all cheat happen with their customers, everytime just their automated responses were coming no one bother to understand the pain of Senior Citizen Female traveller, moreover, I have wrote an email to uber CEO, and found he is too least bother about customers and their issues. I won't anyone suggest to opt Uber henceforth, they are not reliable.""",1,2062,716,2019-05-08
"""I have a pending transaction of $156 and $75 from Uber. This was quite the sticker shock when this trips should have only cost $30 each. Neither of which were approved on my card. I have been back and forth all weekend trying to get this situation resolved. I have spoken with three different representatives in order to get this resolved. It seems that I am just getting passed around and bullied to a point where I feel as if they just want me to be silent and just take whatever they say whenever they feel like responding back to me. """,1,2063,538,2015-09-14
"""I had good experience with almost 50% of the drivers but some can be very dishonest. I Had to use Uber a lot during the month of May/June 2017 due to and accident that prevented me from driving._x000D_Case #1: The driver charged me 100% more of the initial fare. He reported we were more than 4 riders. Not true. We were just my husband and I. After many claims from my part Uber eventually refunded me._x000D_Case #2: The driver reported that we changed the destination address. Not true. He charged 100% more of the initial fare. Uber never refunded me._x000D_Case #3: The driver charged me 100% more of the initial fare. She reported that I didn't provide the correct destination address. I explained to her that it must have been a system glitch. I was late for the appointment with my doctor because of that. She reported me to Uber as if I made racial discrimination remarks. NOT TRUE. I contacted Uber and demanded a meeting with the driver to clarify that offensive report. Uber never was able to sustain the driver's claim and eventually they opted to ignore my messages. Very disappointing experience._x000D_I might use Uber in the future but I'll be very cautious checking the charges before I leave the car after the service. And I would advice to customers to do the same.""",3,2064,1285,2017-07-31
"""I took an UBER from Pacific Heights to the SF airport and it cost $85.00!!!! That is outrageous! I was not told of the charge, as the driver picked me up at the airport, then stopped at my hotel to get my suitcase and then to the airport. The traffic was bad, but he should have told me it would be $85.00, that is crazy!!""",1,2065,322,2016-11-21
"""Uber accepted a prebooking for a 5 a.m. pick up to the airport with a quote of $32 base price plus taxes. An e mail stating that surge pricing was in effect was sent just as the driver arrived. We were already in the street. There was no time to cancel and book a limo so we got in. As a result, our fare was augmented to $126. I complained and they reduced it to $114. I am still fighting for a fair settlement . Today I took a cab.""",1,2066,433,2017-10-06
"""It took 3 days in London & numerous tries to finally get a ride. The online demo looked so simple. Not so!""",3,2067,106,2016-04-26
"""March 2015 I took a trip to New York. A coworker suggested I try the Uber app. Trip one, the pick up at the airport, the driver was sitting in the wrong place and expected me to walk to him at the other end of the terminal. Trip 2 a short ride from my hotel was $20, when a yellow cab for the same trip was $8. The driver again stopped midway down the block and parked in front of another hotel. It took him 25 minutes to find me, when the APP showed his car making circles around the blocks nearby. Trip 3 the driver did not know where to go to find Broadway and Lafayette. Uber drivers use their personal cars to pick up a few fares. They don't know the normal taxi protocols, and it cost be double or more for each local ride. Yellow Cabs are still a great service, with professionals who may not have fancy black cars, but have expertise in driving.""",1,2068,853,2015-04-02
