review_text,prediction,id,metrics,event_timestamp
"{""text"":""I am using uber for more than a year _x000D_Never got disappointed... _x000D_Now uber is offering me 25% off, 75% off that is totally fek ! I never got discounts.... _x000D_I have used lots of coupons by inviting my frds with my promo code_x000D_But now  ! While I enter my promo code. Uber says invalid ... Though I can book a cab but not getting promotion benefits and the fek summer offers ..""}","[{""label"":""2"",""score"":1.0}]",d9d4dbdf-4f4c-4566-8e73-35bd31bcd86d,"{""text_length"":395}",2017-04-18T00:00:00.000
"{""text"":""INSTALLS \""PLATEPASS' ON AUTOS AND STATES THAT IT WOULD GET DRIVERS THROUGH FASTTRACK AND TOLL BRIDGES ONLY TO RECIEVE VIOLATION TICKETS LATER FOR USING \""PLATEPASS\"". UBER REFUSES TO HAVE RIDERS PAY AND BLAMES DRIVERS FOR USING UBERS \""PLATEPASS\""""}","[{""label"":""1"",""score"":1.0}]",d9e36039-b442-44a1-9f10-2e640dbfd5b0,"{""text_length"":243}",2016-11-08T00:00:00.000
"{""text"":""A couple years back the family and I went on a trip to Washington, the state. We went there to one of their water parks. We had loaded up in the motor home and went. The trip ended up being a total bust, the weather, the water park, trying to find accommodation for us and the motor home. Not having another vehicle Uber came through on several times. Each time the Uber people were great. More or less saved the trip.""}","[{""label"":""4"",""score"":1.0}]",d9ef102a-8437-4289-86a3-3a78aadb9d78,"{""text_length"":418}",2017-10-04T00:00:00.000
"{""text"":""Im a professional taxi driver aside my studies and I knew this was a total hype and nothing more. In sweden we call business like this \""bondfångare\"" = peasants fooler. It nothing romantic or cool about fraudsters and this is what it is.""}","[{""label"":""1"",""score"":1.0}]",da1a5ea8-8678-4c71-b2a8-81c07eeb40b8,"{""text_length"":236}",2015-07-13T00:00:00.000
"{""text"":""Ubers refund policy is a joke; dont waste your time. I had a very legitimate claim and Uber has been sending me back and forth numerous emails for just 16 dollar and they will just play you around. I always thought Uber is a reputable reliable company until today when i tried the service and realized how much they are fraudulent and their site designed to steal people money.""}","[{""label"":""1"",""score"":1.0}]",da2b0256-8e45-4db7-849c-e080ea7e27e7,"{""text_length"":377}",2018-02-15T00:00:00.000
"{""text"":""I requested Uber 3/24/17. We were going uptown. I live 10.2 miles from downtown Nashville. My rate was quoted at between $15 and $17. We used Uber there and back. I checked my bank account the next day and to my surprise Uber had charged me $34.50 going to Nashville and $15 coming back. When I inquired about this I was basically given the runaround telling me that I put in a different address than where we went. Once I showed them the Google mileage and the receipt that I printed out from Uber showing that I put in the correct address, now they have changed it to \""It was a demanding night, so the fares went up.\"" That is really funny because the girl who drove us said it was a slow night. Uber overcharged then tried to lie about it. I will never use Uber again.""}","[{""label"":""1"",""score"":1.0}]",da68070f-d7d6-40ba-b216-0d3e029e21b4,"{""text_length"":770}",2017-03-27T00:00:00.000
"{""text"":""The service is great! I trust my children riding with Uber. And the benefit to the community is not measurable, I'm confident the service has saved many accidents and damages to persons and property.""}","[{""label"":""5"",""score"":1.0}]",da6c2061-e01a-4431-8d88-4994942bcf05,"{""text_length"":199}",2018-07-25T00:00:00.000
"{""text"":""I received an impeccable service transfer from JFK airport to the hotel (5th Avenue in Manhattan) and subsequently on return. Punctual, professional drivers. High-end vehicles and exceptional treatment.""}","[{""label"":""5"",""score"":1.0}]",da7c57da-161c-4307-9fb7-c8a82ea22136,"{""text_length"":202}",2016-09-13T00:00:00.000
"{""text"":""I was going out with some friends and we decided to all get an Uber. We called the Uber to come pick us up at my apartment. We gave him the address and he drove us to our destination. It was a long ride so we tried to talk to him. He was very rude with us and gave us short, one word, sarcastic answers. When he dropped us off, it wasn't anywhere close to our destination and we had to walk two miles to get there. This was not a good Uber Experience.""}","[{""label"":""1"",""score"":1.0}]",da7e2e64-d096-4a5e-b2be-02238e664c2d,"{""text_length"":451}",2017-03-02T00:00:00.000
"{""text"":""two days after using uber for transportation I checked my bank account and noticed seven un authorized fraudulent activities on my account.  Be careful with giving out you financial information when setting up your account.""}","[{""label"":""1"",""score"":1.0}]",da9fd1f3-08d4-47c8-9a64-04bc289c321b,"{""text_length"":223}",2016-06-02T00:00:00.000
"{""text"":""I just had a terrible experience with Uber pool. I ordered it for the first time yesterday on a route that I've taken many times before with UberX. My phone is older, so the Uber app does not allow me to see the fare before requesting an Uber pool ride. However, I'd taken this ride so many times before with UberX and the cost was never more than $50. I figured since Uber pool claims to be up to 40% cheaper that UberX and it's a shared ride, I should be fine. Boy was I wrong! I ordered the pool and waited the estimated time but didn't see the car. I received no phone call either. Finally I noticed the car a half a block down past where I was standing. I went to the car and was told to get out because he had already cancelled. I was charged a $5 cancellation fee.""}","[{""label"":""1"",""score"":1.0}]",daae3c93-35d3-492d-9b6c-394583156f63,"{""text_length"":771}",2017-09-17T00:00:00.000
"{""text"":""I have had some terrible experiences with the uber cab drivers. They are terrible with directions and they are extremely arrogant. _x000D_Once a driver asked me to get off the cab because he thought I gave the wrong pick up address. And in another instance, the driver shouted at me because I told him to take a specific route. I have had many such experiences and so have my family members.._x000D_If anyone faces an issue like this, please take them directly to the police station. I regret not doing that myself..""}","[{""label"":""1"",""score"":1.0}]",daf82b2e-10ef-47e8-af23-934cbc8eead5,"{""text_length"":516}",2016-04-09T00:00:00.000
"{""text"":""I am a driver on the Uber platform and have driven in Pennsylvania, New Jersey, Delaware and now South Carolina. I recently had my account put on hold due to a \""report of possible impairment while driving\"". This is maybe the 4th random reporting that is totally b.s. As a ** man I receive all types of race and gender related ignorance and biases and I am vulnerable at all times unless I protect myself while I am on the road. Uber allows passengers to make false reports that affect the driver, but has no way for the driver to protect themselves from the false attacks. After research it's a drastically common issue on the Uber platform. I suggest anyone looking to drive for Uber understand that while you are an independent contractor for Uber, you will still suffer the consequences of the reality that Uber is ran like a private correctional facility. DRIVE AT YOUR OWN HIGH RISK.""}","[{""label"":""1"",""score"":1.0}]",db54cfa6-e731-464f-87ad-b534aa57fc28,"{""text_length"":888}",2018-04-27T00:00:00.000
"{""text"":""Using this is convenient. I like the fact that sometimes when I don't want to drive I can use Uber to get where I need to go. The only thing I dislike is when you share rides you have to meet at a certain location and it confused the consumer so that could be straightened out. I think it would really help a lot of people when you're sharing rides and you're on a budget according to your financial status does. This would help improve when consumers and how they use Uber in the future.""}","[{""label"":""5"",""score"":1.0}]",dbad94ce-119e-4ce2-82dd-48865865434e,"{""text_length"":488}",2019-03-07T00:00:00.000
"{""text"":""I have used UberRush multiple times to deliver flower arrangements from my floral shop. I had a problem in November of 2017 and in February of 2018. When you call the support number, it is routed out of the country always. With all due respect, often the person trying to help has a strong accent which can make it difficult to understand what they are saying as well as, often, the reason for my call is often lost in translation. WHY IS UBER UNWILLING TO PROVIDE HELP WITHIN THE UNITED STATES?""}","[{""label"":""1"",""score"":1.0}]",dc0bd608-627f-437d-8417-27a9f2cdaa5f,"{""text_length"":495}",2018-03-02T00:00:00.000
"{""text"":""I needed Uber when moving to Mexico City for work. I created an account and put in debit card, credit card, and PayPal accounts. Uber said the cards were invalid and that they could not connect to Paypal. I checked with my banks to make sure they had accepted the validation amounts sent by Uber. Uber NEVER contacted either bank to verify my cards. When speaking to Uber, they refused to address this issue. They merely told me how to add a payment method. As far as the PayPal problems, they just ignored that.""}","[{""label"":""1"",""score"":1.0}]",dc0db8c8-863d-49da-bf63-8168d70f5e03,"{""text_length"":512}",2017-08-28T00:00:00.000
"{""text"":""Your drivers are Horrendous! one of your imature drivers was coming Down Delph lane near the TJs pub and he was not looking wear he was going I was coming on opposite street near the woodhouse garage and your driver bumped into my van and he drove of so I saw him at the traffic lights and he said he was in a hurry to the train station but he was going the totally opposite way it is hirrendous I hope you loos business and I know your company used to be around before you used to deal drugs and perv on school kids am I right to say you had a driver in the back with a school kid so you will not get my business at all p.s no one should go through what I have been through from no one.""}","[{""label"":""1"",""score"":1.0}]",dc0f3ca5-88ab-404f-8c07-715adebf1f13,"{""text_length"":687}",2015-07-08T00:00:00.000
"{""text"":""I am an active user of Uber and so, when I saw the service was available in France during my recent vacation, I used Uber rather than a taxi. I left my iPhone in an Uber last Thursday in Bordeaux. I immediately tried to log in to my account and contact the driver but apparently, because I was in another country, they required I provide a verification code - which was sent to my phone, which was in the Uber driver's car. My friend, who is also an Uber user, contacted Uber through her app to file an inquiry on my behalf. We have no less than 10 emails from Uber customer service, a different person each time, asking me/her to file an inquiry online - which would always lead to the service sending a verification code to the phone.""}","[{""label"":""1"",""score"":1.0}]",dc18c65b-51fa-44b1-a466-c5101fb310f7,"{""text_length"":736}",2017-07-31T00:00:00.000
"{""text"":""Many people like me will have spent big money to buy a late model car and work with Uber._x000D_People will have borrowed money from their credit cards or  taken Personal loans or bought a car on finance to have a reasonable car to work with Uber. But in many cases with a single complain or bad rating they will put  the driver off the system. some of these complains could be invalid/unfair or just that  a rider is  in bad mood. I have faced one such incident where I have avoided taking a right turn on a no right turn sign and the rider has made a big story about it and I have been taken offline without being given a chance of telling my side of the story.  I will be getting legal advice and if there were no legal hurdles, I will be setting  a protest camp outside Sydney's Uber office and will be pursuing it further to highlight the Bullying behaviour of Uber. If anyone else want to join this protest please advise me via SMS on 61-469 627 875._x000D_Regards""}","[{""label"":""4"",""score"":1.0}]",dc1d78a5-bab4-4c5c-8941-1e1f3e870b7d,"{""text_length"":970}",2015-12-14T00:00:00.000
"{""text"":""Drivers alway are complaining about how the job sucks... i really don't care to hear about your problem. They tell you thier sad story so you will tip them i guess... i don't need a guilt trip with my ride. Get a different job if ypu don't like the one you have... and clean your car once in a while.""}","[{""label"":""1"",""score"":1.0}]",dc1fb1fc-a219-4d3c-9591-6aad51e315da,"{""text_length"":300}",2015-10-15T00:00:00.000
"{""text"":""I used the Uber ride on May 9, 2017 from O'hare to my home. Uber quoted $52.25 but then Uber charged my Citibank Visa $62.24 which is $9.99 overcharged. I contacted Uber to ask for refund but Uber refused at first. I then contacted my credit card company to dispute $9.99 NOT the entire $62.24. Uber then refunded me $9.99 to my credit card so I closed the disputed upon received the credit.""}","[{""label"":""1"",""score"":1.0}]",dc544526-dddf-4f71-98f2-af165baf4f68,"{""text_length"":391}",2017-07-13T00:00:00.000
"{""text"":""If you think you're going to make money with uber / think again this is the new form of a slave labor. as a taxi driver you will receive half of what you used to make with the other company if you currently drive for uber you better stop now..they don't care about you . I did it for a year and its not getting any better the price was reduced and the search pricing is a scam goodbye over""}","[{""label"":""1"",""score"":1.0}]",dd0a2279-582d-4190-8789-289c68e0e95a,"{""text_length"":389}",2016-02-17T00:00:00.000
"{""text"":""My experience with Uber has been terrible. There is no way to actually get in contact with customer service. I lost my phone in the back of one of their cars the other day. The only way to retrieve a lost item is to speak with your driver, however, my driver didn't speak a word of English. So I'm unable to communicate with him. Despite repeated emails to customer service explaining this, all I'm getting back are automatic reply email, telling me to contact the driver. Bad service. Will not use again.""}","[{""label"":""1"",""score"":1.0}]",dd12bf94-8222-4f6c-96d5-85026c3b70c7,"{""text_length"":505}",2018-11-02T00:00:00.000
"{""text"":""I am an UBER Driver.  UBER is a fundamentally dishonest company.  First of all, in over two years of driving, I've never met or spoken to anyone who works for the company.  It's all done via email.  Second, anytime you write them for any reason, you receive a canned response that shows your original email was neither read nor comprehended by a human. Then they won't adjust fares when you've been shorted until you've sent at least five or six emails.   Finally, they'll relent, usually.  You'll get multiple responses that are canned and look like dialogue from Valley Of The Dolls.  _x000D_The people who get in your car are sometimes smelly and your car will smell the next day.  Also, UBER is a terrible corporate citizen. .85 cents a mile/.75 cents for UBER Pool plus .13 per minute means that when you deduct .575 cents a mile while riders are in the car and .575 cents per mile to get to the rider, you'll LOSE MONEY ON EACH AND EVER RIDE!  This means a full time UBER Driver will never pay a dime in taxes, qualify for Social Security or have any money in life.  All full time UBER drivers will end up a burden to the government while their cars have been polluting the environment.  _x000D_The Wussy County Commissions all across the country that have rolled over for this company are anything but public servants.  They are fools.  If you want a cheap ride, do not care about taking advantage of other humans and like rewarding a greedy morally bankrupt corporation, by all means, continue too use UBER.  _x000D_Also, UBER Pool -- You get into a car with people you don't know and a driver you don't know.  You go on a route you don't need to go on.  As a driver, you're a rolling day care center for drunks.  UBER Company calls us drivers partners.  That's CRAP.  They treat us as if we're illiterate, mentally challenged minors.   They lie, threaten, and constantly sell lie after lie after lie.  My prediction is UBER will continue to have success for a long time ahead but will come to be vilified as the horrific example of greed that they are.  _x000D_Their treatment of people and disregard for our environment, our laws, and most of all the safety and well being of their drivers is as egregious as any company in the history of America.  The Pussy Politicians that are rolling over for this company are also an embarrassment to our country.""}","[{""label"":""1"",""score"":1.0}]",dd592a7b-deaa-4856-800f-5e478267e0b9,"{""text_length"":2361}",2016-06-16T00:00:00.000
"{""text"":""On June 11, 2017, my wife and I attended a Dave Matthews concert in Chicago. Afterward, we were directed by staff security to walk to Michigan Ave. adjacent to the Museum/Aquarium/Planetarium campus to acquire a ride back to our condo as only vehicles leaving the campus would be allowed on the campus roadways. We called for an Uber at 11:06 pm and it was confirmed. We were standing in front of a condo called 1130 - address 1130 S. Michigan Ave. The Uber confirmation indicated our pickup spot would be 1131 S. Michigan Ave. Since there is only a park/greenspace opposite 1130 S. Michigan Ave. we figured the pickup address meant...We had to cross the street! Not an easy thing to do -- Michigan Ave. is 8 lanes wide and BUSY, as you can imagine after a concert with 30,000+ people.""}","[{""label"":""2"",""score"":1.0}]",dd5c1c36-fcff-4124-a24b-505dd168f2cc,"{""text_length"":785}",2017-06-20T00:00:00.000
"{""text"":""My driver stole my phone and Uber did nothing about it. I corresponded with their help desk for a week and I only received stock emails. After they were unable to contact the driver, they stop responding to me but they have continued to let him drive under the Uber brand. BEWARE! You may be his next passenger.""}","[{""label"":""1"",""score"":1.0}]",dd71c69c-96eb-4935-bc4e-ed11ddecf315,"{""text_length"":311}",2018-11-01T00:00:00.000
"{""text"":""Hi. For 4 days - we have been trying to change a phone number on an existing UBER account, to no avail (also lost 4 days of discount from a coupon that we had for that account). No access to a LIVE person - all done with automated responses that did not address our inquiries. Shame - they started off so well, and then - unjustified cancellation fees, technological issues, lack of customer support and so much more.""}","[{""label"":""1"",""score"":1.0}]",dd9aa7bc-1183-4494-8f48-7e1386748c9c,"{""text_length"":417}",2017-08-28T00:00:00.000
"{""text"":""Every time I have used this service I have had a great experience. I have met wonderful drivers who are always friendly and polite. Rates are far better than taxis and much more convenient.""}","[{""label"":""5"",""score"":1.0}]",ddab26cb-7f28-4e6d-913c-4276082c3c8c,"{""text_length"":189}",2018-07-18T00:00:00.000
"{""text"":""We ordered Uber XL for our party of five. A Toyota 4Runner was assigned. It did not have seating for five plus a driver. We had to cram four in the backseat. Several emails between Uber and myself resulted in a \""too bad, it's what you ordered.\"" So we paid premium rate for a service we did not get. Uber XL says parties of 1-6, but beware. You are responsible for knowing if the vehicle assigned will seat the number in your party.""}","[{""label"":""1"",""score"":1.0}]",ddcd399a-b5f9-4c7e-95b1-40ab4d6114b2,"{""text_length"":431}",2017-05-14T00:00:00.000
"{""text"":""Thriis company is become true scam driver and customers to they don't pay what there telling the driver and take more then25 percent and are not show you what the tips are totally up to I bet there take25 percent of your tip plus take the1.80 off your pay to and only pay weekly to and cry about your rate you so they can get money from you to take a class you don't need to do there break the law with hiring you as a ind cont and treat you like your an employees of the company with no benefits or nothing to don't give bouns for good driver just some coupon you have to print out and does not accept them all I know is there the worse people who are rude and lazy people and most of the passenger you pick up want to much for a 3-5 fair and don't show up to it a totally scam driver and customers to so if your smart use some one else their chrage low rate for ride but $#*! serice around you to all I know is there telling me that your going to make great money80 trip for584 is not good money and hassles to7 dallor avg ride for a 10 mile ride and up to4 people to and deal with crack head and druck kids who don't tip at all biggest ripp of in the country uber is need to be close down asap I'll never forget it a 50n mius from me""}","[{""label"":""1"",""score"":1.0}]",de15b4c6-1c8e-4584-a289-a92e0a2f427c,"{""text_length"":1236}",2016-01-18T00:00:00.000
"{""text"":""The first time they left me because I wasn't outside fast enough and when I did the app again that morning the price had gone up. Time was of the essence because I needed to get to the airport. I then took a shared ride. That's when I learned what that means and everyone wasn't going to the airport.""}","[{""label"":""3"",""score"":1.0}]",de2e5b15-786b-4a23-a0f6-bff002f295c5,"{""text_length"":300}",2018-07-22T00:00:00.000
"{""text"":""Most unreliable service you will ever find._x000D_I was left waiting for a car for over an hour even though it showed the driver only being a few minutes away. Terrible service. Do not use uber. I would rate them zero if I could.""}","[{""label"":""1"",""score"":1.0}]",de5ea94e-235d-447b-9a82-e3282fbd9276,"{""text_length"":229}",2015-12-11T00:00:00.000
"{""text"":""Uber is great for transportation for medical appointments. The call center has always been prompt and courteous with me. The drivers I've had in the past have been very caring and loyal to their customers. They were pleasant, caring, compassionate, and humorous as well. The only thing that has ever bothered me is the extensive wait time for pickup from my appointments. Uber puts more on their drivers than should be in my opinion. I have personally seen the stress and anxiety in the drivers.""}","[{""label"":""4"",""score"":1.0}]",de641e2a-7b56-4817-8ba1-d1e2face4cd7,"{""text_length"":495}",2017-09-13T00:00:00.000
"{""text"":""I contacted Uber customer service while on a visit to New Orleans after a 30 minute ride in the most disgusting vehicle ever. Stains were everywhere and the smell was unbearable! Uber gave me a 5$ credit on my next ride with them as if I would ever think of using their service again. I was charged 37$ and they refused to refund.""}","[{""label"":""1"",""score"":1.0}]",de829865-26ef-427e-9f1e-7812b5d81b5a,"{""text_length"":330}",2018-02-25T00:00:00.000
"{""text"":""There are several things that annoy me about the Uber service in the Boston, MA area. (1) You cannot cancel an ordered drive when it becomes apparent that the driver of the car cannot seem to find where you are at despite phone calls and having past your drive area two to three times without having to pay for the cancellation because of the driver's outright ineptness. If I can track them as they pass by three times, so can The Uber network. It should be three times and you are out, period.""}","[{""label"":""1"",""score"":1.0}]",dea34b69-ff19-4b54-a041-b07408e4195d,"{""text_length"":495}",2015-11-03T00:00:00.000
"{""text"":""This service is highly dependent on the time of day and who you get as a driver.  Prices fluctuate tremendously so be careful.  If prices are high, wait a few minutes and they might be lower.  Ya just never know.  I would say mostly better than a cab tho.""}","[{""label"":""3"",""score"":1.0}]",deb20518-ec9b-4c4d-af25-6a7c2de0dc65,"{""text_length"":255}",2018-06-07T00:00:00.000
"{""text"":""My granddaughter and I ordered an uber from santa monica beach pier . Three drivers cancelled and I was charged for the third one with them stating that the driver waited over 2 minutes for me. I was at the pickup point long before I ever contacted this driver. He evidently left  and charged me with a cancellation fee and I followed the rules. Uber has shown to a very shadowy company from the get go. From now on, I will be a customer of Lyft! I have disputed this with the BBB, no response from uber so now I am making you aware.""}","[{""label"":""1"",""score"":1.0}]",decc1c5b-e653-4cd9-b0fe-d394d3c8af53,"{""text_length"":533}",2017-09-09T00:00:00.000
"{""text"":""First of all, They are ripping the customers off, I had a promo code for $20 free ride and they charged me the full amount._x000D_Second, they don't have any insurance for riders during the trips._x000D_Third, they have the worst customer service._x000D_I highly don't recommend uber for anyone.""}","[{""label"":""1"",""score"":1.0}]",decc3c9c-a62f-40b3-bc7e-3a87d730314b,"{""text_length"":295}",2015-03-20T00:00:00.000
"{""text"":""I haven't had a problem with Uber until now. I ride Uber religiously to work every morning. I purchase their Uber gift card from their app's website. I always purchase a new one before the old runs out so that I have continuous funds. On Sept the 6th I started having major problems. I ride Uber now in the evenings to a new job about 2.26 miles. I currently have a gift card on file on Sept 6 for 50.00 and some change. I took Uber to work that evening but when I got ready to request the ride home it stated I had an outstanding balance of 1.20 cent from my ride to work that evening. I thought that's not right. I have over 50.00 on the gift card last purchased. Here I was at night outside my job trying to figure out where the mistake was. ""}","[{""label"":""1"",""score"":1.0}]",df00c59d-b419-4e00-8c95-15af77b6651b,"{""text_length"":745}",2017-09-08T00:00:00.000
"{""text"":""Uber mentions standard upfront charges for their pool rides but as per the promo provided for 8 kms I have booked a cab on Saturday at 6.02 pm where I was showing â‚¹59 however as per my drop location I was charged â‚¹349. I really don't know how I am charged so much & top of that the Uber driver does not have a customer care number & when I told him I would not be giving that money shown he started giving me dhamkis or it can be said that he started talking to me sternly that \""If you do not pay I would not be able to let you down.\"" However I gave him the money. This is very much unethical & wanted to say that I need my refund as soon as possible because I have sent innumerable mails to Uber & tried to make calls to the customer care but none of it worked out.""}","[{""label"":""1"",""score"":1.0}]",df17ed09-bd95-44ac-83a6-e1ba3effeff7,"{""text_length"":770}",2017-06-26T00:00:00.000
"{""text"":""Rates are very reasonable. Pickup times are pretty prompt. However, sometimes they come early then charge for wait time and a few times I had to wait on them. Cars are usually very clean and comfortable. Drivers are not always chatty so it depends on preference if you like to talk or not, BUT they are concentrating on GPS etc. One driver I had didn't stop for stop signs and he must have thought the signs said ROLL.""}","[{""label"":""5"",""score"":1.0}]",df2d5b59-bfc6-4201-9a39-73116f56042b,"{""text_length"":418}",2017-09-10T00:00:00.000
"{""text"":""If you are in the Philadelphia area and your uber driver is Daemon, cancel it real quick. When she picked me up she was at the wrong address so I had to literally walk a 1/2 block to her car and when she called me to ask where I was at, she was rude, even though she was at the wrong house!Her car smelled very bad (musty and dirty clothes) and it was dirty! She had water bottles on the floor and crumbs on her seats. I couldn't even dust them off because of the kind of seats she had. So I sat in crumbs the entire ride to work.When it was time to drop me off, she was at the wrong location once again and I had to get out and walk a block to my building. She is by far the worst uber driver and I have had some bad drivers but she is flat out terrible.""}","[{""label"":""1"",""score"":1.0}]",df33a17a-5d69-44a7-8e72-7d6ab206a482,"{""text_length"":755}",2017-10-12T00:00:00.000
"{""text"":""Why the price range is jumping? I hate it, imagine you go to the city center for 15bucks. Thats okay, but then you want to come back in the evening and guess what, the price is 50-60-70 dollars. What the hell? Very disappointed""}","[{""label"":""3"",""score"":1.0}]",df5f1040-86e7-4296-ab28-0142ce68c607,"{""text_length"":227}",2018-10-27T00:00:00.000
"{""text"":""They are trying to rip the customers off. I will never use it again. Bad experience.""}","[{""label"":""1"",""score"":1.0}]",df6e231b-7574-447f-8480-950c58b40658,"{""text_length"":84}",2015-12-20T00:00:00.000
